"review_title","review_text","review_star","date","author","page"
"Will buy again if needed and will recommend.","I bought one to test, then 2 more for other TVs. My ""smart"" TVs stopped updating (too old for support, Visio wanted to force me to replace perfectly good TVs). These work beautifully. Netflix, Hulu, YouTube, Prime, Disney+, Curiosity Stream, NBC, so many options/apps. Yes, if the service requires a subscription you still need to subscribe. My only complaint is there are a lot of Roku devices so finding the right remotes to replace/get extras is tricky. The Roku app on the phone doesn't have power/volume so I need a seperate app for the TV if I want to use my phone. Also the app makes it tricky to juggle 3 TVs/Roku devices, but not impossible.","5.0 out of 5 stars","Reviewed in the United States on May 14, 2021","Kindle Customer",10
"Roku is a royal PITA!!! Unendurable any more! Avoid it. Get an Amazon Firestick instead","This Roku Streaming Stick + has been a royal PITA since I first got it. First of all was the multiple instances in which I had to log in with a username and password just to get access to the various apps. I could understand being required to do this perhaps once for each app (to register for each service), but not multiple times for the same app. I am in the comfort and security of my own home on a password protected (automatic entry for all my devices ALL DAY EVERY DAY) wifi system. I am not worried about hackers or otherwise unauthorized use of their streaming service. Nor should Roku.Undoubtedly, the Fast Forward and Rewind functions are the most aggravating and infurating things about the service, or lack thereof. Both are either too slow or way too fast. And the 10 second rewind function (why no 10 second FFWD option-ignorant!) no longer works. It will freeze the picture and after a 10 second delay or so, it will pick up right back where you left off, with no rewind. And ostensibly, it should be additive, such that if I press this button 5 times, it will go back 50 seconds. But it doesn't do so. And trying to find your way back to a scene you missed for whatever reason is maddening. It takes the patience of a monk to endure the slowest rewind speed. And there is no rational progression beyond that for the next increments of FFWD or REW speeds. It goes into hyper drive on the second push, what is typically reserved for the 3rd or 4th press of the button. Moreover, I have encountered too many disruptions of service where the picture freezes during buffering. To top it all off, customer service is a nightmarish merry-go-round to get through.Don't waste your money. The Amazon firestick does not put me/you through any of this mess, delivers consistent performance, offers both a 10 second rewind AND forwarding function, does not make you log in multiple times (only had to do so twice; one other for Sling subscription initiation), has only frozen in buffering once or twice for less than 10 seconds each time and has a better interface (which helps you find the shows you'd be interested in quicker). Moreover, Amazon customer service is excellent and readily available for help. I had one instance in which I allowed their technician active X remote control. He quickly, quietly and politely resolved the problem. I WILL NEVER BUY ANOTHER ROKU DEVICE AS LONG AS I LIVE!!! I AM GOING TO STICK THIS POS ON A TV I RARELY USE, OR SELL IT TO SOMEONE ELSE AND LET THEM DEAL WITH IT!","1.0 out of 5 stars","Reviewed in the United States on February 23, 2019","Charles S.",10
"Mom loves her Rokus...","My mom is more tech savvy than people half her age (80!) What she can't figure out for herself she knows to come to me for help. Years ago I bought her a Roku 3 so she could easily watch Netflix in her Living Room. She asked about getting one for on for her bedroom TV. I got the Stick+ because there was no ethernet connection in there and I'm not big on depending on Wifi to work consistently. I hooked it up and it wouldn't plug into the back of her TV because of the HDMI jack placement. I checked and Roku will send you a short HDMI extension cable for FREE! Got the cable 3 days later and it all setup great with a very strong Wifi signal. She recently cut the cable and went all internet and uses the Rokus for her Streaming TV service (she likes Philo the best for price and channels she wants). I used the enclosed power supply as her TV's USB port doesn't put out enough juice. So all is good.","5.0 out of 5 stars","Reviewed in the United States on March 3, 2019","D. H. Sempeck",10
"Fast and easy","Quick and easy setup. When it asks for your card information at the time of your account creation, just scroll down to the ""skip this step"" button and you won't be charged for anything. I don't know why people get so worked up about that.Anyway, the remote is good quality and if you set it up it'll be your only remote since it controls the tv power and volume. You might need a second remote to change your HDMI input but I'm not yet 100% sure about that because the Roku is the only thing I personally keep plugged in.I've been through 3 Rokus at this point and this one is by far the best and fastest one. 10/10 would recommend.","5.0 out of 5 stars","Reviewed in the United States on June 11, 2021","William Oropallo",10
"Easier to cut the cord....","This is our 3rd Roku. I'm back on Amazon to buy a fourth, another one like this. It's so much easier to search with the voice function. Our 1st Roku won't update anymore, so I think our experience will be seamless with them all working the same way on each TV. On New Year's Eve we returned our cable box and are saving over $125 a month. So far we seems to have a better selection of shows WE want to watch with the Roku Channels and our Fire Stick. We haven't had any problems with the remote recognizing the stick, which is in an HDMI port in the back of the TV. The only time we lost our signal was the power plug falling out of the Roku. That was from the repeated moving of the TV to hook up a new antennae. My fault! Very happy the transition has been so easy.","5.0 out of 5 stars","Reviewed in the United States on January 16, 2020","NVB",10
"If you don't have a ""smart"" TV, you want this","It was easy to install, and the menus were intuitive. It's pretty handy at a vacation rental since it doesn't take up much space. I have no use for the voice recognition facility. If I had my choice, the mute button would not be so easy to click by mistake. I have found that both the Prime Video and PBS apps are easy to navigate.A more complete user's manual would be welcome. The Roku stick has a status indicator, but the indicator is not well-documented in the quick start guide.Be aware that the USB cord includes the stick's WiFi antenna. Generic Mini B USB cables will NOT work.","5.0 out of 5 stars","Reviewed in the United States on September 7, 2021","T Hull",11
"Works just as well as a Roku Ultra!","I’m a big Roku person, been using them for years. I have two Ultra’s currently and after picking up a new 50” TV recently that I am going to mount on a wall mount I needed another streaming device. I originally picked up a Firestick 4K but I just can’t get all the apps I want without having to use some hacky 3rd party sideloaded apps that are buggy, so I returned that and picked up this Streaming Stick+. So far I’ve used it for several hours and haven’t had any issues with it, it’s zippy and steams 4K on all the major apps flawlessly. I haven't tested the voice integration as that’s not really my thing.Unless you need the external connections the Ultra offers, I’d suggest picking up a Streaming Stick+ instead and save yourself $50 or more dollars!","5.0 out of 5 stars","Reviewed in the United States on October 20, 2020","R Magnus",11
"Wow! Wow, wow!! Best tv experience ever","Wow, I can’t believe I waited so long to ditch cable tv. This is the best tv experience. I’ve had it over a month and no issues, the sound quality is amazing. I always thought there was something wrong with my tv volume, but maybe it was just the cable bcuz I have amazing sound now. I love the voice search and having all my movie apps in one place. Super easy set up. I’ve been recommending this to the whole family. It’s just the best, so simple but with so many options. I couldn’t be happier with it. I ordered more for the rest of the house.","5.0 out of 5 stars","Reviewed in the United States on December 29, 2021","Katherine Fox",11
"Works Great","I cut the cord (should have done it a long time ago) on my satellite TV service and now Stream only. I have been using FUBO to get the local and cable channels I want (great for live sports) and also stream with Netflix and Amazon. The ROKU device works great. Far better than my Apple TV or the built in smart TVs I own. The remote is great and I really couldn’t believe how much better (easier to navigate, recall/back button, roku remote asp does volume and power for the TV. This little device works great.","5.0 out of 5 stars","Reviewed in the United States on November 20, 2021","Doug H.",11
"In eight years, three units & other than getting old and needing new ones, NO problems.","It's a little stronger than the one it replaced. Easy installation and it brings in YouTubeTV, which is a big set of channels. Very satisfied.I've had these two streaming sticks (plus) for almost two years -- one in the bedroom and the other in the living room. Oh, and a third in the basement. Almost forgot that one. The router is in a different room down the hall from ALL the rooms. Yes, there are problems, but the problems are mostly the result of glitchy service from Charter/Spectrum. Now, with COVID and everyone at home -- apparently permanently -- they don't have enough servers to manage the number of customers online all the time. Also, change batteries when the remotes get wonky. I have a lot of high quality (Panasonic Eneloop) batteries rechargeables and at least I know I'm not adding more poison to local dumps. You can bury the batteries on Amazon and they really ARE the best by far. Buy rechargeable batteries and change your batteries before they go completely dead because while they are dying, they get very intermittent and weird. If you have any doubt, change the batteries.","5.0 out of 5 stars","Reviewed in the United States on April 3, 2019","Marilyn Armstrong",11
"Free streaming device and love to cast direct to tv through Roku","Simple to hook up, just plug HDMI cord to TV and to the device. I love casting to my tv through Roku bc I don’t have a smart TV. This works great, I love all the free channels<U+263A><U+FE0F>. And they’re great channels to watch basically anything you want - cooking shows, game shows, home improvement, history, lifetime, I wish I would have got sooner, there’s no need to pay cable. So I watch my national news broadcast later in the evening, it almost works better. I watch my favorite David Muer on ABC news at 7:30.","5.0 out of 5 stars","Reviewed in the United States on April 14, 2022","Shelly Houska",11
"Works great, easy setup.","Bought this to replace an older model Roku because the old one couldn't be paired with headphones.We already have a Roku account and have it on every tv in the house. This little device was easy to setup and I was not asked to pay an activation fee.There is no headphone jack on the remote but you can download the Roku app and use the remote there to pair Bluetooth headphones, or you can plug regular headphones into your phone to listen to what's on tv that way.Have not used voice recognition or Alexa with this so I can't say how we'll those features work.Very happy with this so far.","5.0 out of 5 stars","Reviewed in the United States on May 25, 2021","Jean",11
"Worked as expected!","Love it! Especially that I can control the volume from my Roku remote. I had an older addition in my living room that did not have volume control on that remote. I read reviews before buying & can happily say that I had no issues with the signal from my remote reaching my Roku device from across the room. The only thing is it does stay running even when you turn the tv off, therefore when I go to the living room to watch Netflix it will say that too many devices are using this account, & it's because the bedroom was streaming it when I turned the tv off but the roku stayed on. No big deal though, not Roku's fault. I now have a smart Roku TV that I absolutely love. Team Roku over here!!","5.0 out of 5 stars","Reviewed in the United States on November 17, 2020","Nash Native",11
"I run my You Tube Tv off this ! Hands down the Roku remote and program edges out the Fire.","I think what happens when things go sour is when people move it away from that tv set up.Roku and Fire sticks do not like that.Everything was beautiful until I bought a bigger screen and tried to move it to the 2nd screen.You would be better off paying an additional 29.99 for another setup and calling it something else.THAT WAY you are using new stick with new adapter. The HDMI.I do not call the remote a stick. One is a remote the stick refers to the back hook ip to the HDMI","5.0 out of 5 stars","Reviewed in the United States on December 27, 2021","C. Wilson",11
"Good when WiFi is weaker, supports 5Ghz, makes your TV a smart TV","I bought this as a gift for a friend who has a weak router. It picks up the WiFi signal (incl 5Ghz band) and streams smoothly. Note that several other Roku products don't support 5Ghz, and if you live near other people, old 2.4Ghz band can get congested and flaky. This one advertises it's more sensitive WiFi antenna and that seems to be a valid claim based on what I can see.Otherwise, it is a Roku, which is a fine, no subscription, and low cost alternative to AppleTV or other similar TV and streaming devices. A little heavy on the ads (unobtrusive mostly, and only when you're picking a service, doesn't affect the streaming content in any way).","5.0 out of 5 stars","Reviewed in the United States on January 2, 2021","TomH",11
"Super easy setup","Easy setup. Really easy; easier than the Amazon Fire TV. I got this to replace my Fire TV box, being on the fifth one now; it was pretty unreliable. The Roku also gets the Amazon Prime TV, and has dedicated pushbuttons for Hulu, Netflix etc. Part of the setup is to get it to recognize the TV so it's single-button on-off, volume control from the Roku control, also nice. It has much better wifi sensitivity than my old Fire TV box, too. The only mildly annoying part of setup is that you have to go to Roku.com/connect to activate it and finish the setup. Otherwise, it's a snap, took maybe 10 minutes to install and activate Prime, Netflix, and Hulu.","5.0 out of 5 stars","Reviewed in the United States on November 4, 2017","Kamuela",12
"Saved us from our (Un)Smart- TV drama","I have one with every TV in our house! Had two and just got our third. We bought a smart TV and it’s UI is just terrible. The smart TV is slow/laggy/disconnects, all terrible and we didn’t know what to do for the longest time. Then light bulb went off to also try Roku, and ta-da... works PERFECT. Thank you Roku for fixing a what a thousand $ Smart TV couldn’t do.We have the Roku app on our phones so it easily switches between all our devices and is way better than the remote it comes with in my opinion. For some reason, the remote batteries on the Roku remote drain so fast for us... so opt into the App and you’ll love it even more!","5.0 out of 5 stars","Reviewed in the United States on December 7, 2020","Helloisitme",12
"better than Cable","What an incredible little piece of equipment! Because the wifi pickup is in the wire that connects to the power, it balances on top of my TV, and because of that, I get my wifi through 3 walls of the house (wood frame house). The picture quality is, can I say, better than Cable? yes. The selection of endless movies, documentaries. I can scroll down through types of things I want to see. I am only paying for my PBS Passport station through a donation that amounts to $5/month that allows me into an amazing array of viewing. I get my local TV channel every evening for news. If I miss the news time, I can see it again at 9, 10pm, whenever. We don't watch too much on broadcast tv, can't stand the 40 minutes of commercials sometimes and 20 minutes of show. After checking out the Roku experience for 4 weeks, we are going to cancel all TV with Comcast. We do need them for internet, but we can use 55 mbps from them and it will accommodate all streaming. I think we will save $100 to 140/month!! So easy to use. The remote turns the TV on and off, one simple remote. Nice.","5.0 out of 5 stars","Reviewed in the United States on January 30, 2018","Kate",12
"Roku made it so easy to cut the cord!","I originally got this so I could watch Apple TV and Shudder on my Samsung Smart TV. Installation and activation was a snap! My mom saw me using it and decided to buy three for the other tvs. All the normal programming is available, especially if you get Hulu premium with live TV. We can watch local news, Network stations, PBS, and even found some great other stations. We don't miss out on anything. After converting, we save $150 on cable a month, and that's even after getting subscriptions to HBO Max, Hulu. and the other premium channels. I highly recommend this as the best alternative to cut the cord.","5.0 out of 5 stars","Reviewed in the United States on June 26, 2021","M. Mcnam",12
"Good Replacement","I needed to find a replacement for the streaming applications that I had been using through my Blu-Ray player. Wanted something that would allow for the software to be updated. The software in my Blu-Ray player was very rarely updated and while it worked the newer versions of the the Hulu, Netflix, and Prime apps available via the Roku Streaming Stick+ were very welcome. Software starts up much quicker than with the previous Blu-Ray player apps. Works well enough that I bought the 4k Ultra box for the TV in the living room to replace the Fire Stick. So far very happy with the performance of both this Streaming Stick+ and the 4k Ultra Box. The box is faster than the stick. Considering moving this stick to the guest room and putting a 4k Ultra Box in the bedroom to replace it. Even if I don't this stick works great. Thoroughly enjoying it.","5.0 out of 5 stars","Reviewed in the United States on November 6, 2019","Ken A",12
"Cut the Cable, Save Money, Enjoy Better Viewing Options - Less to Zero Commercials","Tired of paying the increasing cable bill - for the 300+ stations of which were mostly duplicates or foreign-language versions of the others (not to mention all the shopping channels that are useless to me) - I cut the cable, opted to test ROKU because of what I saw some friends had while using it, and I do NOT regret it at all (cable even has ads on some ROKU channels). It opens up a entirely new viewing arena - one that truly allows you to cater your viewing to your time, needs and desires (plus, with Amazon Prime! - wow! tons of movies). I get the local news - if and when I want - the national and global news, and am saving tons of money! I think the quality of the pix for the most part are better than cable.","5.0 out of 5 stars","Reviewed in the United States on August 24, 2018","Amazon Customer",12
"Roku is the best Operating System for TVs","I have Samsung smart TV and Amazon Fire Stick and TiVo and I've used all as an Operating System (OS) for my TV for streaming content from Netflix, Amazon Prime and PBS passport. The Roku OS is by far the best.1. it plugs into HDMI port on any TV and powers via the USB cable that also plugs into TV. So I can move it from bedroom TV to family room TV. Heck I could use in any hotel room.2. it uses 5 GHz wifi band for connecting to my wifi. I wanted that vs lower speed 2.4 GHz band3. has voice control. I use it for search. e.g., ""Pixar movies"". Then it shows me which streaming services have the Pixar movies (e.g., Netflix, Amazon Prime, ...) and I jump directly into that service to watch that movie.The Roku OS and interface updates often, so I'll get latest available. Better than using Smart TV OS, or streaming services via DVD or other devices.","5.0 out of 5 stars","Reviewed in the United States on March 22, 2020","Erik",12
"Clever device a tech and wireless improvement over older roku boxes.","Worked great except it has to be plugged in to power and didn't work on USB to tv which in my case required a USB extension cord. Don't use it without starting with the power cord and do use USB plug it comes with. Great picture quality and sound and no lag or breaks in reception. Used an extension you can get for free from roku that drops it lower behind the tv to increase communication w the remote. The mute button on the remote is poorly placed as you hit it easily whenever using it for any of the face buttons. Should be on face. All other operations work well. Hated that it didn't have a choice of movie screening apps for one button access. Not as easy to set up as expected unless you do it exactly right at first try and don't have to start over...","5.0 out of 5 stars","Reviewed in the United States on March 1, 2020","K. Coleman",12
"Nice gadget","Anyone considering cutting the cord to save some money, it's the way to go. Before getting one, talk to other owners as not all is free. For me to watch my Local show I opted for youtube tv, currently $65/month.There are literally thousands of options for channels watch that it's almost frustrating picking one. but I guarantee you'll find one. One suggestion is to make sure you have strong WIFi and to use the 5ghz band, unless the distance from the router is quite far.","5.0 out of 5 stars","Reviewed in the United States on December 12, 2021","Cyberwasp",12
"Clean neat install - out of site","Installed the latest one on my mom's TV. I new it would not fit by itself in the recessed slot on her TV so I ordered a six inch hdmi extension dongle at the same time. Installed easy and works great.Update 9/2019: Bought another one for a new 4k TV and is awesome. Picture is outstanding and wifi enabled remote works fantastic - no pointing, just use it. Ended up attaching the stick to an hdmi extension to move it away from the hdmi interference from the TV in order for the remote to work well. Not Roku's fault, just certain TVs (you know what I mean Samsung) put out a lot of signal noise from the connection panel.UPDATE: Bought second one for a better 4K HDR TV and results are excellent. I use this to control a Smart TV over the TVs built in features. This Roku produces an outstanding picture. I use it with my cable TV companies apps (I have Spectrum and Xfinity in different locations) and it produces better picture and sound than the cable hookup does. Highly recommend it.","5.0 out of 5 stars","Reviewed in the United States on December 20, 2018","SYOTW",12
"Love it!","Replaced an older Roku box which still worked but was slowing down. The streaming stick is more responsive. The only negative for us is the volume controls on the side of the remote. We are constantly hitting the mute button by mistake. Seems like those buttons could have been put in a different part of the remote, or the remote made larger/longer with the button placement higher up. All in all, we are satisfied with the purchase. Also like that the streaming stick is hidden behind the TV, rather than having the previous box sitting in plain view.","5.0 out of 5 stars","Reviewed in the United States on April 10, 2021","Noell L",13
"This made cutting the cord easy","If you have family members who don't deal well with change, this is for you. You choose what services you want. Some are pay services, many are not. As someone who doesn't like the idea of machines listening to me, the voice function of this product only works when you press the microphone button. I've come to really enjoy this feature. I suggest you try it. I uttered ""acoustic guitar"", and it brought up talk shows, documentaries and even free guitar lessons. Explore the different free services. There's a Three Stooges app that includes Abbott and Costello and many other old shows I fell in love with as a child. Yes, I'm dating myself, which should also tell you how easy this system is to use. I suggest plugging in the power module instead of using a USB plug on the TV. That saves you the time of boot up each time you turn on the TV. My wife now favors streaming. She doesn't need a DVR anymore and she can target what she watches, instead of just hoping something interesting is on. We're also saving $80 a month on cable services.","5.0 out of 5 stars","Reviewed in the United States on May 29, 2020","Doug Fleschute",13
"Pleasantly Surprised","I was pleasantly surprised at how well the Roku stick works. After reading the reviews, I opted for this since it was a little easier on my wallet than the Roku Premiere. I have a Roku 3, but I wanted to get something that I could use to enjoy UHD on a newer TV. Besides the fact that I can access UHD content, I think the stick actually might work better than my Roku 3 does. I've only had it for a couple weeks, though. If I run into any significant issues with it, I will be sure to update my review.One note, in case it might help some, is that I had originally hoped to plug the stick into my A/V receiver, which would then feed to my TV. However, my A/V receiver could only output a maximum resolution of 1080p. So that kind of defeated the purpose of getting the new stick. I ended up plugging it into my TV directly and then using an optical audio cable to run to my A/V receiver. I am not sure if the sound that is 5.1 surround, as I am only running a 3.1 system on this particular TV.","5.0 out of 5 stars","Reviewed in the United States on December 4, 2017","Rob S",13
"Powerful Roku experience in a compact Stick.","Perfect, exactly what I needed and couldn't be happier. I have different model Roku devices around my house but never got a stick before. This is plugged right into my projector and works as good as my 4k ultra Rokus do. Steam is solid, the stick is responsive and it's pulling an excellent rating from my wifi across the house. I have it plugged into my HDMI port and powered by the USB so no extra wires hanging around to plug into the wall. Now I can move the projector around and have movie night in any room or outdoors... Plus I can stream to the stick like you can with any Roku from my desktop computer so I can do halloween and soon Christmas projections in my window. Simply choose from the bottom right of your start bar the project or connect feature and choose this Roku product. Love it.","5.0 out of 5 stars","Reviewed in the United States on October 16, 2020","Derek M.",13
"Awesome streaming device","I love the Roku UI. It truly surpasses the Fire Stick, so I was looking to replace my older generation Roku for our living room. This connected very easily to my existing Roku account and downloaded all of my previous apps. So far the interface is working well and the streaming quality is wonderful. The seller was awesome, they shipped the item super quickly and I received within 4 days of ordering.","5.0 out of 5 stars","Reviewed in the United States on April 13, 2020","Lyndsay",13
"Cut the Cable","These things are great with the exception of watching St. Louis Cardinals baseball. MLB and Bally Sports pretty much make that impossible unless you subscribe to their Apps and even then it's spotty at best. But if your into movies or Classic TV shows these streaming sticks are the cat's wazoo. We were even able to do away with Satellite at our summer home. All you need is good internet.","5.0 out of 5 stars","Reviewed in the United States on June 19, 2022","Robert l Pipher",13
"Awesome!!","Great product , second Roku device, got the cheapest one about 2 years ago for the living room and got this one for my room since my room is far from the wifi, thought this would be better , and it’s great!! Haven’t used all the features yet but it’s cool I can control my t.v with the Roku remote (on/off and volume) and since I only use my tv for Roku it’s like I don’t need the t.v remote! So it’s one less remote to worry about. Fast and great picture. Can watch all my favs , including all of my anime apps which is fantastic! I am very happy. If I had one complaint it would be that it was supposed to come in a week but it took a little over two weeks. But other then that it’s great.","5.0 out of 5 stars","Reviewed in the United States on July 24, 2020","TracyP",13
"Why waste money on Cable when you can choose what you want on Roku","Our cable bill got ridiculous, we were paying $259 a month, so We bought four Roku’s for a bedroom living room family room and basement, I need to buy two more for other televisions. We are pleased with how many programs are on that we really like and a lot of free television. We pay for a couple channels that we like but they only cost us 4.99.One great thing about Roku as we are watching the full series of programs several years ago and it’s exciting because we don’t remember watching them so it’s like watching them from the very beginning. We definitely are going to buy a couple more Roku’s, it’s way better than cable","5.0 out of 5 stars","Reviewed in the United States on January 12, 2021","Bill S.",13
"Very Happy With This Roku","I had grown sick and tired of Directv, after AT&T had merged with them, despite a 20 year relationship. Before I left them I ordered one of these Roku Streaming Stick+ units to try streaming. In addition to free streaming channels I tried Playstation Vue and Sling Blue as my subscription services. The installation was easy in my system, the hardest part being setting up the various accounts and passwords and that wasn't very hard at all.The Roku passed the test with flying colors. The picture and audio quality have been awesome on my 4K system. I have had one or two dropouts, but that was prior to me receiving the Roku OS 8 upgrade.We have since purchased a second Roku for the bedroom, cancelled Directv and are saving $50+ per month. We are very happy with the unit and the results.","5.0 out of 5 stars","Reviewed in the United States on November 4, 2017","John Steiner",13
"Easy setup and ease of use!","After turning in my cable box for an extra tv to Spectrum to cut monthly equipment rental costs, I was left without my customary cable channels on my family room television. I ordered this to have the capability of downloading the SpectrumTV app, as well as the convenience of other apps like Netflix and AmazonTV. The device was super easy to setup -- i just plugged it in and powered it on, then followed the on-screen instructions. I have a RokuTV in our kitchen, and another Roku stick in a spare bedroom. Love the way their product works! I wish i had ordered this sooner fur the family room. So convenient!","5.0 out of 5 stars","Reviewed in the United States on October 22, 2020","Heather",13
"Works great except there is a glitch with YouTube TV","We love this except for the problem we (an several others) experience when watching YouTube TV. It will go to the ads and then when the ads are over, it freezes and will not come back. Lately even when going completely out and going back in, it will not allow me to finish watching the program that I was watching. One day will be fine, then will go off for three or more day in a row.BTW, Amazon will not allow you to purchase more than three devices. No idea why not. I had to order from elsewhere for the rest of my TV's.","5.0 out of 5 stars","Reviewed in the United States on February 11, 2020","jshiver",14
"Love it!","This is probably my fifth or sixth ROKU! I have loved them so much in the past that I have given them to friends. I replaced one that I had with a Firestick and (sorry Amazon) I like the Roku better. I just think the Roku's apps make it easier to find what you want to watch. I do like that with the Firestick, I can just say the name of specific show and it will take me to it but the Roku is better for browsing, in my opinion. Anyway, my old ROKU finally bit the dust. (I've probably had it for five or six years) so I replaced it with the new ROKU. I got one that is supposed to pick up the WIFI from lengthy distances so I'm hoping to use it in the backyard this summer. But, for now, it's in the living room all plugged in and working fine.","5.0 out of 5 stars","Reviewed in the United States on January 25, 2020","Dee Massey",14
"Cutting the cord was hard, until now!","I purchased this Roku Streaming Stick+ for an older flat screen TV that I have (that's not a SmartTV with all the apps already built-in). It works great!. If you are used to regular CableTV/SatelliteTV, you won't have every channel option on the planet, so it's not for everybody. But I save over $150 PER MONTH on CableTV, so I'll get used to a few less options. It still has 90% of what I watched before anyways, and the savings will pay for a brand new Quantum processor SmartTV in just a few months. NOTE: You will need a basic internet connection for this to work (doesn't need to be a super fast connection--it even streams well over a VPN connection).","5.0 out of 5 stars","Reviewed in the United States on July 6, 2019","HC",14
"Amazing Product....","Never realized there was another TV world out there. I am amazed and surprised that there are thousands of streaming channels available there are, with ones that I truly want to watch! You just plug in The Stick+ to an open HDMI port on your TV, set up the wireless network, and voila, streaming!Stick+ internal menus are very easy to understand and maneuver. Simple but effective remote control without 2000 buttons makes for effortless viewing options. You do have a short learning curve on installing ""private"" channels, getting the codes that recognize your stick+, but really easy once you have registered a couple of channels.I am a recently retired TV Cable technician, and if my customers knew about how nifty and neat this product was, there would have been less TV Cable customers. Very satisfied and can't wait for the weekly channel releases for literally ""anything"" you want to watch...","5.0 out of 5 stars","Reviewed in the United States on November 7, 2017","Greg Cattoni",14
"So much better than Amazon Fire!","I have twelve Alexa devices in my home. So it was natural I'd also use the Amazon Fire TV devices. But after a few years they kept glitching with more and more problems. I also didn't like the Amazon interface that mixed free movies with fee-based movies. So after one particularly bad evening where I had to use netflix on my cable box, I bought this. And WOW, it works. Clean interface. Fast response times. Great picture for my 4K TV and great sound for my 5.1 Bose system. Much happier with this device.","5.0 out of 5 stars","Reviewed in the United States on April 9, 2021","A",14
"Easy Initial set up and Good Sound","Simple setup and easy to use. Good sound quality. Works well with AT&T TV. Easy to modify the apps on your home page and good simple video directions on features. Only “complaint” about ROKU in general, as I added other devices like ROKU streaming sticks, I had to modify each home page on each device for each TV I added. It didn’t automatically go to what I thought were Account settings as default. I would have preferred that with ability to then modify it for an individual TV if desired.","5.0 out of 5 stars","Reviewed in the United States on June 17, 2021","C Sharp",14
"An excellent device for expanding your viewing options","Despite a little bit of a headache to first set-up, especially with trying to get the device to be recognized properly, in which I had to use Roku's on-line chat to correct the issue, once the unit was set up it works beautifully. This particular unit is in our upstairs master bedroom, and our router is on the first floor, but there is zero lag in streaming and the picture and sound are sharp and clear. I was so happy with it that I picked up the Roku Express for our living room.I have not yet experimented with voice control, but I can see an obvious value to it. On the other hand, having the one-source TV viewable link to connect all my streaming services is amazing and well worth the cost and initial effort.","5.0 out of 5 stars","Reviewed in the United States on December 23, 2019","Joe Reboy",14
"Buyer beware!!!!!!!!","Well I bought the device 60.00 dollars and set it up I needed a code to but in on the website so I did and yes it does not take it YOU have to call them to activate streaming. Okay on there own screen at the bottom stated no fees for activation or support! But then in the same breath they tell you - you have to pay them a one time fee of wait 130 dollars for 5 years 250 dollars for life time???? I just bought your product and you won’t let me stream anything without some kind of payment????? Then why does it say NO FEES for activation there is no trial period nothing they just want you’re money or No ROKU and customer service is horrible they told me to shut my mouth and hung up on me this went one for hours well if you can have to have this crap product so be it I’ll never buy one again FIRESTICK for me no hassle plug and play Hence I returned there scam stick HORRIBLE","1.0 out of 5 stars","Reviewed in the United States on July 14, 2019","Necahead",14
"Wasn't sure but I love It!","Awesome product! Set up was a breeze and the update took maybe 60 seconds total with the restart. I'm honestly pleased with this device although I did have some concerns. One concern was over some reviews saying they were being charged but I will quote the set up guide ""Roku does not charge for activation support - beware of scams."" I was not charged at all. I was also wondering if my TV could power this stick or if it required a wall outlet. The box provides both a cable for your TV to power the stick if you have a USB port and a wall outlet in case you don't or if your TV does not have sufficient power. This stick is working amazing so far and is quick and easy to use. I highly recommend it. I needed this particularly for an app we use called living scriptures for us and our kids.","5.0 out of 5 stars","Reviewed in the United States on September 8, 2020","Amazon Customer",14
"Holy Cow!!!!","Haven't cut the cable cord yet. This Roku is amazing! So many channels, I cant believe it! Have this hooked up to tv in the garage. No problems with reception. My router is all the way at the back of the house in our back bedroom. The extended range feature is well worth the money. So much to see and not knowing where to began. Love it!!! Highly recommend! Tried digital antenna. Forget it! Roku is the answer! Easy setup. It takes a while to set up because you choose what you want in channels. Well worth the effort! Do yourself a favor and get one for yourself. The voice remote is outstanding! ENJOY.","5.0 out of 5 stars","Reviewed in the United States on August 9, 2019","Terrence L. Gray",14
"Cut rue cord with Roku and have bliss happiness!","Cutting the cord is the single best thing we have done to save money in a long time! Our traditional cable bill was $350 and we cut it in half buying the Roku stick and going with Hulu Live and Netflix.I'm absolutely impressed with everything about the Roku stick. Easy to setup and install, easy to navigate, easy to add, delete, and change channel apps, works great on our medium speed wifi, have had almost no streaming issues at all, and the couple of issues we did have could have been the apps we were watching.It has been such a big hit in the house all the kids want one in their room now. If you're thinking of cutting the cord, Roku is definitely the way to go!","5.0 out of 5 stars","Reviewed in the United States on December 6, 2019","Ronnie T",15
"Great product","We tried Firestick and Apple TV but we prefer Roku. Even though we have smart TV's we have Roku on all of them Roku because the main screen is simple to navigate and much easier & faster than the TV. You can cut the cable and just go WiFi or keep the cable and your cable app is on the main screen. The Roku remote controls on/off and volume it is all you need.","5.0 out of 5 stars","Reviewed in the United States on July 2, 2022","CS",15
"Did the job!","I had an older model Vizio TV for the bedroom. It was not able to recognize my 5G wireless network, resulting in video problems, buffering lags, etc. Bought this little baby,plugged it in, and Wallah! Great video, no more Vizio bloatware. Immediately recognized my TV and paired remote. Took five minutes! Screen now comes up instantly with the same Roku screen from my living room TV, all my channel selections from Roku account already there. Added attraction, the remote has volume control and muting. Old Vizio remote now retired! Highly recommend for older flat screens manufactured before 5G became available. A winner!","5.0 out of 5 stars","Reviewed in the United States on May 21, 2020","mickey",15
