"review_title","review_text","review_star","date","author","page"
"Great product","Love it","5.0 out of 5 stars","Reviewed in the United States on January 12, 2020","bwoods",146
"Excellent product.","Excellent product. Arriving on time.","5.0 out of 5 stars","Reviewed in the United States on February 26, 2019","CAROLINA INFANTE",146
"Doesnt play well with apple Iphone","I purchased this item in hopes of mirroring what is on my I phone or I pad to my tv. It doesn't work. First of all, you have to buy an app supposedly to make it work. I purchased the app and then tried to make it work. It didn't. I wrote for support. They wrote me back in 4 days with suggestions for making it work. I tried the suggestions and they didn't work either. I sent pictures and suggested videos back to support as they requested and have never heard back from them. Unfortunately all of this playing with support put me past the return date. Don't buy it","2.0 out of 5 stars","Reviewed in the United States on March 6, 2022","Dave",147
"Sound becomes very distorted after a while...","We bought a 3rd generation chromecast to replace a 1st gen model thinking it was an improvement but while the picture quality is great, the sound will become very distorted while watching a movie - so much that it becomes unwatchable. This only happens after 20-30 minutes of continuous streaming and the only way to reset the sound is to hit the ""back 30 seconds"" button. This happens in all streaming apps so it not the app but is the chromecast causing it. Sometimes it fixes it for another 10-20 minutes, sometimes less. It doesn't do it watching shorter streams like TV shows with commercial breaks, only long, uninterrupted streams. Almost like it overheats. We've ordered a warranty replacement from Amazon and will try it out but if this one is a dud I guess we'll return it and try another casting device. Nice work, Google.","2.0 out of 5 stars","Reviewed in the United States on December 27, 2020","MSD",147
"Great place to marathon watch","accessibility is easy","5.0 out of 5 stars","Reviewed in the United States on May 27, 2020","Dustin E Scroggins",147
"Really cool","really good product at a affordable price!","5.0 out of 5 stars","Reviewed in the United States on February 8, 2020","Daniel",147
"Great Gift","Great gift for parents","5.0 out of 5 stars","Reviewed in the United States on July 24, 2020","Joe",147
"Not compatible with Samsung QN90a paired with MotoX4.","I wanted Chromecast to SIMPLY mirror my phone to my TV through my phones cast button. No. I had to download Google Home, AND Google (which I disabled on my phone). I have to have TWO apps unnecessarily running on my phone for this thing to try to connect. ALSO, Google warns you about sharing ALL your info with ""partners"" to use Google. I am beyond upset. All I wanted was to watch my phone on the big screen, not have Google spy on me, and use up my phone's resources!After all that it STILL would not recognize my phone. Yet I am able to easily mirror through my old Amazon Fire box via an app.","1.0 out of 5 stars","Reviewed in the United States on November 28, 2021","moltabocca",147
"Transforma la tv en un Smart tv.","Para ver la compu o el celu en la tv. Transforma la tv en un Smart tv.","5.0 out of 5 stars","Reviewed in the United States on June 17, 2019","Carla Mancuso",147
"Getting worse over time","I'm a longtime Chromecast/Google ecosystem user. We bought our first one in 2013 and it still works! We got a replacement unit a few years ago that's been flaky. This newest replacement has not been an improvement. When we cast from YouTube specifically, which accounts for a lot of our daily watching, the audio cuts out for 1-2 seconds every 10-15 seconds or so. We've tried alternate HDMI ports and fiddling with the settings but no luck. My partner has no issues with audio when casting from her device. We both have Pixel phones. We're all-in on Google but it doesn't ""just work"" as you might imagine the Apple ecosystem would. Disappointing to have quality decrease in the seven years we've been Chromecast users -- we have 3 Chromecast devices in 3 separate rooms and the first one we bought in 2013 has been the best.","3.0 out of 5 stars","Reviewed in the United States on November 29, 2020","bsm",147
"Typical Google garbage quality product, programmed by cheap foreign labor.","Chromecast keeps loosing connection between my phone/tablet and TV, every 3 minutes.I was able to setup the Chromecast on both my Alcatel Android tablet and Samsung Galaxy 9+ phone, without issue. Google Home installed, Chromecast setup and was detected on both my devices without issue.However...When attempting to cast my screen from either tablet or phone, to my Chromecast, the connection would be lost ever 3 minutes or so. No amount of trouble shooting on Google support or changing device settings would resolve the issue. I even had the tablet/phone sitting right beside the Chromecast puck, within a few inches, but still... stream for 3 minutes... connection lost!ARGH!!! This is typical Google garbage Chinese crap quality product, programmed by cheap foreign labor, that I've come to expect from Google of late.","1.0 out of 5 stars","Reviewed in the United States on November 14, 2020","LurchUSA",147
"Perfecto","Excelente","5.0 out of 5 stars","Reviewed in the United States on October 15, 2019","Arturo",147
"Able to watch tv","Love it","5.0 out of 5 stars","Reviewed in the United States on September 16, 2020","Angie7731",148
"Familia","Me agrado, y me sirve para, ver programa en YouTube","5.0 out of 5 stars","Reviewed in the United States on November 20, 2019","Miguel casas",148
"Windows streaming to tv","At last, a high quality streaming solution that allows me to stream videos from my windows pc with no network issues and supports seek. I used VLC player with the Renderer set to my chrome cast on family tv. Other media players either do not enable Chrome cast for free, or do not support seek and crash with a network error with 90 seconds left of the video. Or announce disconnecting from tv and never resolve until the pc is rebooted. That means huddle around the monitor instead to watch the last 90 second conclusion of the video.","5.0 out of 5 stars","Reviewed in the United States on May 4, 2022","Dragonspeak",148
"Cut the cable cord","This turned our old tv into a streaming machine. No more cable!","5.0 out of 5 stars","Reviewed in the United States on January 27, 2019","Amazon Customer",148
"Easy set up","Easy to set up and use daily","5.0 out of 5 stars","Reviewed in the United States on January 1, 2020","Darold Hiland",148
"Just works","easier than a regular remote","5.0 out of 5 stars","Reviewed in the United States on May 13, 2019","John Patterson",148
"Straight forward and does what it says it will do !","Has worked perfectly for us.","5.0 out of 5 stars","Reviewed in the United States on December 29, 2019","Roger Rosenoff",148
"Reliable Streaming Device -- if it can be played in Chrome Browser","It would be nice to be able to simulcast to multiple devices at once. Casting is nice but for me it seems like when my device that started casting subsequently powers off or goes to sleep, there's no way to reconnect other than stopping and restarting the cast.Setup was flawless. Hardware vendors should all learn from this. The only downside is it requires a mobile device ... not uncommon today but something to be wary off for some still-phoneless friends.The 6' USB Cable means for one of my TVs it's on with the TV is, off when the TV is off. Nice touch. For the other one the USB Adapter plugs into the same power outlet so one casting, it just continues. For anyone on a metered connection, be aware that you must stop casting to stop streaming.It's smaller than I thought but that's probably ok. It hangs behind my TV so now I have wireless casting for a clean living room setup.I can't cast from Chrome on iOS.I wouldn't hesitate to recommend it for over-the-top TV like Disney+ or YouTubeTV viewers. (like me)","4.0 out of 5 stars","Reviewed in the United States on November 26, 2019","D. Frazier",148
"Bueno","Bueno","5.0 out of 5 stars","Reviewed in the United States on April 26, 2019","katherinne",148
"Really good device. I recommend it to buy.","Everything is perfect!","5.0 out of 5 stars","Reviewed in the United States on July 10, 2019","Oleks",148
"Good","Good","5.0 out of 5 stars","Reviewed in the United States on September 9, 2020","Blake de jesus",149
"Works as advertised but worse than it's competitors.","I make youtube videos reviewing streaming players and I have to say the chromecast is probably my least favorite tv streaming device. On the positive side it works as advertised and does what it's supposed to, but it can be a hassle to use given you have to use your phone to cast the video stream instead of just using a dedicated remote. This becomes an issue for instance if you're charging your phone. My current ranking of the streaming devices I have would be as follows:1. Nvidia Shield2. Roku Streaming devices/ Roku TV3. Android TV Boxes (cheaper alternative to Nvidia Shield)4. Amazon Fire TV Devices5. ChromecastChromecast would be so much better if it had the option to use the Android TV OS with a dedicated remote.","4.0 out of 5 stars","Reviewed in the United States on July 21, 2019","Amazing22",149
"Awesome","Nice and easy","5.0 out of 5 stars","Reviewed in the United States on May 6, 2019","Carlos Hernandez S.",149
"I'm kicking myself for not using this years ago.","I use this to cast videos that I access through the chrome browser on my phone. And to cast videos that I download from the Internet using any Android video player app that I have on my phone.Chromecast does a terrific job doing both of these functions. It can easily keep up. When casting files on my phone, it never has any lag. It can cast my whole phone screen, without falling behind. By casting the whole screen,. You can use video players without support for Chromecast. I never use the streaming support for Netflix, etc. So I can't comment on Chromecast when streaming from a streaming service.","5.0 out of 5 stars","Reviewed in the United States on April 12, 2022","bobp",149
"Relaxation","Easy install","5.0 out of 5 stars","Reviewed in the United States on June 1, 2019","phillip caballero",149
"Can't even function as a paperweight.","I ordered a chromecast 3rd gen to use for streaming from an oculus headset. The first chromecast sent to me streamed one test youtube video and never worked again, dead just six hours out of the box. Solid orange light, wouldn't even factory reset, and Google's customer service threw in the towel. Amazon kindly sent a next-day replacement that also failed right out of the box. Runs through setup and then bricks after connecting to wifi. Phone can't see it, router can't see it. This one actually does factory reset, but the result is the same after every setup - ""Setup successful but your device cannot be found.""I will not be trying another replacement. I'd be better served with a tin can and some string.","1.0 out of 5 stars","Reviewed in the United States on April 17, 2021","Mr. Moozh",149
"Essential","I've been using chromecast for the past 7 years! The only reason I had to buy a new one is that I accidentally broke it -I was traveling to my parents and didn't know if they had smart TVs so I decided to bring my chromecast just in case and I didn't pack it well and it broke, otherwise I'd still be using the same one as it still worked perfectly.I HIGHLY recommend getting one, they are so convenient and I love being able to use it casting from my phone, tablet, nook, and computer. I don't have cable TV instead I use apps so being able to have something like this is crucial.I tried Amazon's fire stick about 5 years ago and I was super not impressed- the stick kept losing connection to the wifi even though it was literally right on top of the router and even when it was connected it would buffer a ton, never had those issues with my chromecast!!!So it's definitely worth the low price, they last for a super long time even being used pretty much all day, have had no issues being able to stream all the apps I've wanted to, and the screen saving pictures are beautiful....I can't recommend it enough!!!!","5.0 out of 5 stars","Reviewed in the United States on September 16, 2021","Brittany Campbell",149
"una muy buena compra sin duda!","funciona maravillosamente me encanta!","5.0 out of 5 stars","Reviewed in the United States on March 12, 2019","kelly Mejia",149
"Works great","It was as expected","5.0 out of 5 stars","Reviewed in the United States on March 25, 2019","James A Carroll jr",149
"<U+0001F44D><U+0001F3FB>","<U+0001F44D><U+0001F3FB>","5.0 out of 5 stars","Reviewed in the United States on January 21, 2020","Michael Bourgoin",149
"Great buy easy to use","Works great. I did have to download google chrome home for my iPad. Super easy to set up. pretty much plug it into HDMI port on tv and go to the port you plugged it into on your tv then grab the device your gonna be pairing with it turn on the blue tooth on the device and follow instructions on the screen. Super easy. took like 5 minutes maybe 10 but it was updating its self. It will need to connect to your WiFi so have the password available. You enter it in on the device. No remote needed to control. Once it's all set up you can cast from your device in whatever streaming app you have. I use Amazon prime and pluto tv mostly","5.0 out of 5 stars","Reviewed in the United States on February 1, 2021","Kevin coon",150
"Google Chromecast","Buen equipo súper recomendable, calidad pasada","5.0 out of 5 stars","Reviewed in the United States on May 21, 2019","felipe cisneros",150
"Easy to install.","I love knowing I can watch anything by telling my google home or casting from my phone.","5.0 out of 5 stars","Reviewed in the United States on May 22, 2019","Eduardo",150
"excelente","todo","5.0 out of 5 stars","Reviewed in the United States on June 3, 2020","nemesis hall",150
"Good Product","Awesome product","5.0 out of 5 stars","Reviewed in the United States on November 10, 2019","Mounika",150
"Remote control","It lacks remote","5.0 out of 5 stars","Reviewed in the United States on January 20, 2020","abdullah",150
"Works as described - but ...","Consider your internet and WiFi speed if planning to stream video from let's say a computer to a TV. Your network needs to be able to handle the stream coming from your provider and then at the same time re-send it to the Chromecast device, essentially doubling the traffic on your home network. In my case the result was unacceptably jerky video. This isn't a problem with the Chromecast device itself, it's a network capacity issue, but be aware of what might happen. If you're just sending a PowerPoint presentation or showing photos, for example, it would work great, although there is a tiny delay between the source and the TV that can make navigating with a mouse while looking at the slightly-delayed screen image on the TV difficult. Still better than dealing with a cable though.","4.0 out of 5 stars","Reviewed in the United States on June 30, 2019","P K. Dillon",150
"Excelente","Funciona muy bien","5.0 out of 5 stars","Reviewed in the United States on May 14, 2019","DV",150
"Works fine","So for it works good","5.0 out of 5 stars","Reviewed in the United States on October 22, 2019","Amazon Customer",150
"Good","Great device","5.0 out of 5 stars","Reviewed in the United States on January 14, 2020","jesse wynne",150
"This works out exactly as I hoped! A lot of instructions and tutorials to go through, but worth it!","I was having trouble trying to get my HDMI to VGA adapter working properly to connect my TV to the Internet, so instead I opted for this Chromecast purchase. I plug it into the HDMI on my TV and then install the Chromecast app and Google Home app on my iPhone to connect. Your TV has to be directly connected to the internet of course for this to work properly and your phone must be connected to the same WiFi in your house. Once you have those all updated, you then download the apps to your phone: Netflix, Hulu, Disney+, Peacock etc. to properly cast them to your TV. Your apps all need to be also updated on your TV Cast app (The app needs to know about your streaming apps... I know, all lays it on a bit thick). Once you have downloaded all that properly, you should be able to cast whatever your phone is about to play (instead of it playing on your cell phone) and then hit the cast button in the top right corner of the Netflix app, Hulu app, Disney+app, Peacock and etc apps to send the stream to your TV instead. Voila! Your TV is streaming! This works especially well for older smart TVs that work just fine, but don't quite have Disney+ because that service is too new to show up in your TV's app store. The Chromecast is like an additional gadget to get an upgrade.Hope this all made sense and your Chromecast works as well as mine does on all my streaming services. -G","5.0 out of 5 stars","Reviewed in the United States on March 28, 2021","Greg Van Cott",151
"Great Product","Good quality , sealed inbox , worth the money.","5.0 out of 5 stars","Reviewed in the United States on March 29, 2019","Abuhani111",151
"excellent","does as advertised","5.0 out of 5 stars","Reviewed in the United States on February 10, 2020","travis cecil",151
"You CANNOT use Prime Video OFFLINE with Chromecast","If you use Prime Video to download videos to watch OFFLINE on a supported device (phone, tablet, Chromebook, etc.), you CANNOT cast the video to Chromecast and watch the downloaded video. Instead, you get a dialog that informs you that although you have downloaded the video, the video will be STREAMED ONLINE to the Chromecast. This totally defeats the purpose of downloading a video to watch offline on a large screen TV via the Chromecast. In my case, I have satellite internet and CANNOT stream ANYTHING and must resort to downloading videos and watch OFFLINE. This small detail was not obvious from the Prime Video and Chromecast information. ONE UNHAPPY CAMPER WITH A USELESS CHROMECAST AND PRIME VIDEO RIPOFF RESTRICTION.","1.0 out of 5 stars","Reviewed in the United States on May 27, 2020","GOBAMA",151
"good","good","5.0 out of 5 stars","Reviewed in the United States on April 10, 2020","Tong",151
"Will buy again","Great get","5.0 out of 5 stars","Reviewed in the United States on March 8, 2020","Ryan Stephens",151
"Works so much better than I expected. Amazing picture and so fast.","I honestly didn't know you could so easily and so well. I wanted to get HBOmax on my Roku TV and thought for $30 I would give the Chromecast a try. It arrived, I add the Google Home app, plugged in the Chromecast to the back of my TV and plugged it in, set my TV's input to the Chromecast. Went to my HBOmax app on my iPhone and hit the cast button. The picture that popped up on my screen was so clear and basically perfect. No stutter, no lines, perfect picture and sound. I could not be happier. I am ordering more for our other TV's. Well done Google.","5.0 out of 5 stars","Reviewed in the United States on September 17, 2020","James L",151
"Comprar lo que te gusta y necesitas","Estoy a gusto con el producto además me llegó a tiempo","5.0 out of 5 stars","Reviewed in the United States on June 23, 2019","Adriana Yunga",151
"excelente","muy buen producto, era lo que buscaba","5.0 out of 5 stars","Reviewed in the United States on September 28, 2019","sebastian",151
"Great!","Very easy to use and connect...","5.0 out of 5 stars","Reviewed in the United States on August 14, 2019","Amazon Customer",151
"Muy buen producto","Muy buen Servicio","5.0 out of 5 stars","Reviewed in the United States on May 28, 2019","Erick",152
"Simply doesn't work","For about three weeks after I bought this it did what it said: I could open up youtube on my browser, start a video, and cast to my TV where it would play as if it were cable. All of a sudden it stopped doing that, and no amount of reseting or power cycling will change it. If I hit the cast button on my browser (Chrome) it opens up a youtube interface on the TV, which allows me to look through my library or search for things using the clunkiest search function in history (well done Google!). What it doesn't do is simply play the video I was watching on my browser. I have to add the video to a list and then get to it through the clunky interface on the TV.As if that isn't bad enough, the casting process will occasionally simply stop and nothing will get it going again. I have to cycle the power on the device, but that means I lose my place in the video and even the fact that I was watching that particular video, and need to go back to square one with finding it in one of my lists or searching for it again. Add the fact that the navigation onscreen is hobbled by using a remote, and the frustration of using it simply isn't worthy the hassle.My computer is slightly old, and so is my TV, so maybe if you have only hardware purchased within the past year or so and are running only Google products it will work just fine. If you don't have the latest and greatest, this device will simply make you hate Google.","2.0 out of 5 stars","Reviewed in the United States on October 20, 2021","Andrew Case",152
"Need a smart phone or computer savy to make it work","This thing liked to drive us crazy trying to set it up. It is designed to be used with a smart phone and we don't have one. I almost had our daughter come over and use her smart phone to set it up but it would not have helped because you use the smart phone as the remote! I have a Fire tablet and our son figured out how to set it up as an Android device, downloaded Google Chrome, did a bunch of other stuff I don't understand, but finally I can use my Fire tablet to access Disney+. It only took three hours to figure it out. I even had the return label printed and was going to send it back to Amazon when son said he could try something else and got it to work. I would not recommend this product to anyone who does not have a smart phone or a son who used to work the phone help line for a computer company.","5.0 out of 5 stars","Reviewed in the United States on May 28, 2020","Pat. H",152
"It Works","Works!","5.0 out of 5 stars","Reviewed in the United States on March 8, 2020","David",152
"Can still use phone while streaming from it!","Very easy setup! Quality is amazing","5.0 out of 5 stars","Reviewed in the United States on December 17, 2019","Zach alder",152
"Muy bueno","Cumple con la descripción delProducto","5.0 out of 5 stars","Reviewed in the United States on August 2, 2019","Alex Martinez",152
"I can see my TV overseas :)","Works perfectly.","5.0 out of 5 stars","Reviewed in the United States on October 14, 2019","Marty",152
"It was a required upgrade.","It seems to work.","5.0 out of 5 stars","Reviewed in the United States on October 27, 2019","Darlene McGarr",152
"Great","Great","5.0 out of 5 stars","Reviewed in the United States on January 22, 2019","James Brackat",152
"Good","Liked it","5.0 out of 5 stars","Reviewed in the United States on January 24, 2020","Daniel harris",152
"Great product!","Great product!","5.0 out of 5 stars","Reviewed in the United States on March 5, 2020","Ryan Requejo",153
"Great prodyct at a fair price","Fast delivery and works great","5.0 out of 5 stars","Reviewed in the United States on January 23, 2019","Robert Keel",153
"You need internet in order for it to work!","I love how quick and simple it was to get running.","5.0 out of 5 stars","Reviewed in the United States on March 1, 2019","pac1282",153
"Awesome","Works great","5.0 out of 5 stars","Reviewed in the United States on February 21, 2019","Wessley",153
"Consistently great","Works great","5.0 out of 5 stars","Reviewed in the United States on October 15, 2019","Shinycoppergirl",153
"Lol","<U+0001F44D>","5.0 out of 5 stars","Reviewed in the United States on December 20, 2019","Angel salcido",153
"It does exactly what it's supposed to","I don't have Alexa in the house I only have Google products or items that work with Google. I think Google is by far superior over Alexa any day of the week. I wish the ecosystems would work together with Alexa and Google home but it is what it is You either choose Amazon Alexa or Google home. works and does everything I needed to do It works with your Google home if you hook it up to a TV and you have a Google home speaker or display and you say hey Google pause TV It will pause the TV or play it or turn the volume up. I love Google everything Google pixel Google home nest all of it. But it does exactly what I needed to do play videos and do the casting.I'm looking forward to the future generation that's coming out soon with a remote but I like it.","5.0 out of 5 stars","Reviewed in the United States on July 11, 2020","B.m",153
"Very Limited usefulness.","Works OK for streaming from my Android phone but other than that it does not have much utility for my needs. I also have the Roku Ultra which is much more useful. Have to use my cell phone to control the Chromestick. The Roku has it's own remote. Much more convenient and versatile. Have to download apps like Facebook or Youtube to my phone to be able to stream videos from those services. Download those same apps to the Roku Ultra and save them there. Too many apps on my phone already. Don't want to waste space by installing more just to stream to the Chromestick. I end up going back to my Roku Ultra to watch most of the streaming video services that I like. Use the Chromsestick once in a while when I want to stream directly from my phone. Otherwise it sits on the back of my TV and does nothing.","3.0 out of 5 stars","Reviewed in the United States on April 30, 2019","Wrenchbender13",153
"Easy","It's gravy fam","5.0 out of 5 stars","Reviewed in the United States on March 11, 2020","Jeff",153
"Too difficult for my parents, even for myself","I got this for my parents, but I even had a very difficult time using it myself and setting it up for them. I know they won’t be able to figure it out at all.Of course we’re Apple users, which already makes it more difficult, but it’s supposedly pretty easy to cast YouTube, Netflix, and a Chrome browser, none of which found my Chromecast to connect to. I tried several third party apps. One sketchy app worked but required a subscription to send audio and the video quality was circa 2004.Put a lot of effort into making it work, but returning it to try to find something that works.","1.0 out of 5 stars","Reviewed in the United States on January 1, 2021","JDinMyshkin",153
"Not bad, but could be way better","For under $50, it's great. You can easily stream YouTube, Netflix, Hulu, and more. You can share your desktop's screen with Google Chrome and the Google Home ecosystem. Setup is very easy and simple. I wish a remote control came with the device as it is a bit of a hassle to control everything from the Google Home app. The Ambient Mode is so beautiful as well and I love that you can customize it so much. With that said, I don't like that you cannot pair the Chromecast with your Bluetooth speakers or any other speakers other than your TV speakers. Stream quality can be better and more features can be implemented. But for $30, it's not bad.","4.0 out of 5 stars","Reviewed in the United States on July 12, 2020","khadarm",154
"Better than the Firestick! (so far)","I previously had an Amazon Firestick that constantly crashed and would spontaneously decide to reboot in the middle of me watching things, so I wanted to replace with something else and got the chromecast. At first I was a little concerned about not having a dedicated remote (you have to use your phone or another device to control it), but it has actually been really nice being able to (relatively) seamlessly switch between streaming across different devices -- if I am watching a video on my phone, I can just throw it on my tv via chromecast as opposed to making watching TV a separate/dedicated action. I also like that the flexibility of casting from my phone lets me stream things from almost any source, not just things with apps. My main complaint would be there are still a lot of steaming services (i.e. HBO) that do not have voice control yet (although I believe many are in the works), so you have to use your phone to control and cannot start a new episode just through voice control.","5.0 out of 5 stars","Reviewed in the United States on June 3, 2020","Customer",154
"Great tool, but has its issues","I love Chromecast, I have two of them because they are so much more convenient than an HDMI cord. However, it really has its issues, particularly with Netflix and YouTube. When I'm casting a show/video and simply want to pause it or go back, skip forward, stop, etc. the apps on my phone seem to forget that Google is Chromecasting so I have to close the app I'm casting from and restart it every time. It's so frustrating. I don't know if the issue is my phone or with the actual ChromeCast, and I have no idea how to fix it, but it's still better than an HDMI cord so I've just kinda learned to live with it.","4.0 out of 5 stars","Reviewed in the United States on March 18, 2019","Victoria Lamb",154
"Just what I ordered","Works perfect.","5.0 out of 5 stars","Reviewed in the United States on March 10, 2020","Erick Beltran",154
"Good purchase","Excellent!","5.0 out of 5 stars","Reviewed in the United States on July 15, 2019","Karolina Diaz Hidalgo",154
"Muy bueno","Muy bueno para conectar el telefono ala tv sin problemas..","5.0 out of 5 stars","Reviewed in the United States on March 10, 2019","Redbull",154
"Probably easier for someone more tech savvy and someone who has internet but still very usable","I really like the convenience of this because I watch streaming videos on my phone way more than tv itself. I did personally have a bit of a hard time connecting but that is because I live in an extremely rural area with no Internet and had to use hotspots to get it set up. Much trickier than I had researched I haven’t figured out many of the options yet, but I chalk that up to user issues and not product problems.","4.0 out of 5 stars","Reviewed in the United States on May 22, 2021","MommaBear",154
"Easy as Sunday pie","I’ve had a chromecast for years ! Love them. I have 3 in total but the original one I’ve had for about 3 years. Love durability. YES you have to have wifi to use , it states that in instructions! Once you set it up and connect to wifi which has to be the same wifi your phone is connected too you’re good to go ! Just about every app has chromecast capabilities so it’s LIT ! You can also purchase out of Walmart same price if you don’t wanna wait for shipping","4.0 out of 5 stars","Reviewed in the United States on April 21, 2022","Marlena Rose",154
"Almost Too Simple!","My older Samsung ""smart"" TV isn't bright enough to run YouTubeTV via a native app. So, rather than ditch this still bright television, I bought this little beauty for under $30. I have to admit that after plugging it in I went back to the box lookin for a controller. As a dominant male I tossed the instructions aside, hoping that my girl would help me out. Then, I tried the YouTubeTV on my iPhone and the rest is history. What a deal! Thanks Google!","5.0 out of 5 stars","Reviewed in the United States on May 13, 2022","Mike Dargan",154
"Chromecast","Ease of use","5.0 out of 5 stars","Reviewed in the United States on October 12, 2019","Maria Young",154
"Awesome","Love it","5.0 out of 5 stars","Reviewed in the United States on March 8, 2020","john menendez",155
"Works great on 2.4 G networks - 5G not so much","I recently changed my wifi provider and now have two wifi networks to choose from, the regular 2.4 G network and then the faster 5G network. It seemed to make sense to connect the chromecast to the faster 5G network, but that turned out to be a very bad idea. The chromecast constantly lost its network connection and froze, so I had to unplug and replug it to get things going again. Very annoying! After a bit of googling I found more 5G streaming device testaments of woe. So I connected my chromecast and phone to the 2.4 G network and haven't had a single problem since. 2.4 G is plenty fast for streaming movies, and I haven't noticed any problems in using my phone on the slower network either.","4.0 out of 5 stars","Reviewed in the United States on January 4, 2022","Katja",155
"Awesome little device","I now lead a remote free life because of this little guy. I control everything from my phone. I find it more convenient than a smart TV because you don't have to deal with inferior UI designed for TV or downloading or updating apps on the TV. Any app on my phone plays right to my TV. My TV is only 1080p so this thing does that perfectly and always looks perfect. I run the optical out from my TV to my stereo and control the volume with my phone too. No remotes needed, ever. Super convenient. Another plus is if a friend is over who has streaming services I don't they can still stream straight to my TV (as long as they have the app on their phone and they're on my Wifi).","5.0 out of 5 stars","Reviewed in the United States on January 14, 2022","Ian T. Roberts",155
"Overall good, but NO RESET BUTTON","Overall, I love this product. It works like a charm out of the box. An unexpected pro: I can cast from my PC, and I cast things I wouldn't have expected I could cast, e.g., Spotify. Nice feature if, like me, you don't have good PC speakers.So, why the four stars? Because it lacks a reset button. Why do you need a reset button? Because when the internet goes out and then comes back, sometimes there no way to get the Chromecast to connect back to the network other than resetting the device, which requires plugging and unplugging the device. Really stupid way of doing things, and really awkward if your TV's ports are located in the back.Something else to consider: I like to watch TV while I eat, which sometimes make me wish I had a physical remote instead of having to use my phone to control the TV--easier to clean a remote than a smartphone screen, so you really don't want to get grease on your smartphone's screen.","4.0 out of 5 stars","Reviewed in the United States on August 2, 2020","Arturo Javier",155
"Says easy 3 steps. NOT!","There are no insteructional videos for IPhone users. We spent over 4 hours trying to get our laptop connected to Chromecast. Laptop saw ouir Vizio tv, but no matter what we tried, we could not connect laptop to tv. Not as advertised. Bluetooth is an easy connect for our headphones, not so with a laptop. We are saying that you might get lucky, or might not. Do your due diligence and research the Google dongle and what it is caompatible with. Hope this helps. BTW, the instruction paper lists 3 steps to connect. Really? When you must download Google Home to you Iphone?, then play ring around the rosy? Not for us; we like ""simple"".","1.0 out of 5 stars","Reviewed in the United States on February 14, 2021","J. Prewitt",155
"Great","Great","5.0 out of 5 stars","Reviewed in the United States on December 28, 2019","Rudy Carter",155
"Great to habe","Good","5.0 out of 5 stars","Reviewed in the United States on January 27, 2020","Josh Sooy",155
"Good","Perfect product.","5.0 out of 5 stars","Reviewed in the United States on March 27, 2019","LucaSportelliCreations",155
"Excelente","Muy bueno","5.0 out of 5 stars","Reviewed in the United States on June 30, 2019","jose manuel",155
"Works great while connected to the Internet","This product works great. There are times where it seems to struggle getting connected with the phone or laptop. The only disappointment is that this product requires a live Internet connection at all times. There is no option to even turn on without an active/live connection to the Internet. This means you cannot use this while camping, traveling, places with poor/limited network access. This was a deal breaker for us as we intended to use this in our RV for the kids while traveling. We decided to return this product and, instead, purchase a Miracast device. Otherwise, this is a great product with really good streaming abilities. If you intend to use this in a place with an active and continuous Internet connection, this is likely a great fit for your needs.","3.0 out of 5 stars","Reviewed in the United States on May 25, 2020","Chad",155
"Works funky with my iPad","Hooked this up originally with my Google Pixel and it seemed to work pretty good. Got rid of the Pixel and am now 100% Apple. I can use the Home App on my iPad, but it is just clunky. Sometimes when I try to stream, it asks me for the guest pin. Other times it doesn’t. After watching a show, getting the controls to come back on the iPad are an absolute pain. Sometimes I can grab the controls in the app I’m streaming with, other times I have to go into the Home app to get them to work, and sometimes I can’t get them at all and have to disconnect and reconnect to get them back. I deal with it because HBO Max doesn’t have a ROKU app. I will say that the streaming is great. No problems with picture or streaming quality.","3.0 out of 5 stars","Reviewed in the United States on August 8, 2020","JA Kling",156
"Great product","Great product","5.0 out of 5 stars","Reviewed in the United States on August 15, 2019","Soraya",156
"Works poorly with a weaker Wi-Fi signal","With a strong Wi-Fi signal, it works pretty well, and I have few issues with it. But with a medium-strength signal (2 to 3 bars out of 3 on my phone), it works extremely poorly. The Chromecast and the phone constantly get out of sync (e.g. one is paused but the other thinks it's playing), but neither side realizes it. Often this can only be fixed by restarting the casting app, or even unplugging the Chromecast. The way I ended up fixing it was by buying a new Wi-Fi access point to put in the same room as it, because a couple rooms over wasn't good enough. This is with the YouTube app by the way, which is part of Google.Google really needs to do better QA in non-perfect network conditions. The Wi-Fi was plenty good enough to stream the actual videos in full HD; why is it not good enough to send commands properly?","3.0 out of 5 stars","Reviewed in the United States on September 12, 2021","Backpack Potato",156
"Works great","Good value for money","5.0 out of 5 stars","Reviewed in the United States on April 8, 2019","A-m",156
"Google sucks, must have wifi and google membershipip","You have to have wifi for both tv and your phone, it is not plug and play, it makes you sign up to Google accounts, download apps before letting you know that you have to have wifi to even make it work ,which I do not. It is supposed to mirror your phone to your tv but you can not without wifi, then you uninstall all the crap you just downloaded only to have your phone somehow screwed up from the recent apps ,it now glitches ,freezes, and plain do s not work like it should, this is the second review I started the first one Completely blanked out /white screen and tried going back to Google services which I deleted and then it froze, I had to take the battery out and restart it. This is a Google virus scam and amazon should remove it .it doesn't work unless you count the malware left behind then it works as they intended.","1.0 out of 5 stars","Reviewed in the United States on May 4, 2022","fieldresearch",156
"Great","Love this product","5.0 out of 5 stars","Reviewed in the United States on July 13, 2019","Peck's House of Flowers",156
