"review_title","review_text","review_star","date","author","page"
"Be ready with a cable","Does not include a cable to connect to your tv which I should’ve realized. I had to run out and buy an HDMI cable. Be prepared by having whatever cable is necessary for connection.","5.0 out of 5 stars","Reviewed in the United States on August 13, 2019","Grace B.",92
"Apple TV 4K (64GB, Latest Model)","My Home / Life is surrounded by Apple products. A Must Have For Me!This Apple TV 4K (64GB, Latest Model), helps keep all my Apple products Synced & Linked, PROPERLY!As Advertised...It Works Great...It’s Apple","5.0 out of 5 stars","Reviewed in the United States on December 8, 2019","Lorenzo",92
"Too buggy, back to roku","I had been steaming Direct tv now (ATT now) for a few months on roku streaming stick plus. I decided to move to an Apple TV 4K in our family room As I own a lot of Apple content. After a little over 3 months I’m switching back to the roku(luckily I didn’t give it away). The Apple TV has some cool stuff but is just too glitchy. Att now lately always has severe lip sync issues not on our bedroom Roku. Remote constantly hangs up and you can’t close apps. You have to restart all the time. The remote is a pain. The Roku always just works and is also 4K with similar picture quality. I also use Netflix and amazon prime and although there are less issues, when they occur it is always on the Apple TV while our bedroom Roku worked fine.There is also a Roku Apple TV app now so I can still stream Apple content on the Roku.Very disappointed in the Apple TV and in an Apple guy. I have had iPhones and Macs for years.","2.0 out of 5 stars","Reviewed in the United States on November 2, 2019","MarkT",92
"Great Addition to Home Theater","Simple design with lots of features. Big step-up from previous 3rd generation. Superb video quality","5.0 out of 5 stars","Reviewed in the United States on June 15, 2020","Jonesy75",92
"Apple sucks","Thing won’t zoom out past 1.5 so you don’t get the whole image on the screen. I’ve never had to adjust a TVs settings from default when plugging in a Roku or fire stick leave it to apple to make a product not compatible with standard settings. I’ve been a apple fan but this is the last straw I’m never buying a apple product again","1.0 out of 5 stars","Reviewed in the United States on January 2, 2021","RonALD G.",93
"It does not get better than this!","I have owned. 2 other previous models of the Apple TV. This is the best yet without question. The picture it produces looks like the instore TV images. If you want the best external device for your UHD 4K tv this is it.","5.0 out of 5 stars","Reviewed in the United States on February 20, 2019","Randy",93
"Best 4K experience","If you're looking for the best 4K experience for your TV, look no further. The signal output is so good, it can make a budget TV look high-end. Pair with a nice soundbar, and you've got yourself a solid home theater system. You will not find better picture/sound quality, or a faster/smoother navigation experience anywhere. Easy to set up, and works seamlessly with other Apple devices.","5.0 out of 5 stars","Reviewed in the United States on January 27, 2020","Mike",93
"Apple TV 4K","I love my Apple TV. I don’t have a 4K tv but I don’t believe it has to be used on one. I get sharp pictures. Great color. Tons of apps. Everything I need. Love love love it","5.0 out of 5 stars","Reviewed in the United States on August 22, 2020","Hair2011",93
"Now with apps! But also a crap remote.","My 3rd or 4th AppleTV. Love the on screen experience and ease of use. Being able to add apps is obviously a game changer.Minus a star for the remote. The swiping is counter intuitive and it’s frankly hard to use.","4.0 out of 5 stars","Reviewed in the United States on January 27, 2020","In Harm's Way",93
"Easy to use","I love it. I can use my device from my phone. Very convenient. Glad to buy it. I had old version but new one is outstanding","5.0 out of 5 stars","Reviewed in the United States on July 8, 2021","Rose",93
"This Apple TV works great with other apple products","ProsWatching ps Vue on it looks really good Works great with MacBook Pro and iPadRemote controller can be charged using a lighting usb connectionConsReally just trying to navigate around with the controller","5.0 out of 5 stars","Reviewed in the United States on August 6, 2019","Victor ayala",93
"not worth it","Wish I had never purchased and just stayed with my 4k firestick. Purchased solely because of the ethernet connectivity. And its the only thing that does not work on the unit. It refuses to recognize the ethernet connection. Bought new cables just to make sure it wasn't me. Plugged othwr items into the same router port and they work fine. Wish I would have returned it.","1.0 out of 5 stars","Reviewed in the United States on August 7, 2020","Eric W.",93
"Buy 4K hdmi cable with Apple TV","Easy to set up however must have a 4K hdmi cable or it will give you problems connecting to the tv. Also read the book on how to use remote can be kind if confusing.","4.0 out of 5 stars","Reviewed in the United States on June 19, 2020","anthony",93
"Of course its great.","The $150 price was a must have... This is my 3rd 4k-HD AppleTV. The Gen 3 finally became old and it was time for a newer one.","5.0 out of 5 stars","Reviewed in the United States on March 11, 2021","CaliGal",93
"Simple to use!","I’ve waited a 2 years to write a review.It’s a great product, and I have no complaints! I love the mirroring option other Apple devices. I wish I would’ve understood the purpose of Apple TV earlier. I’ve purchased another one since then for another tv in my home.","5.0 out of 5 stars","Reviewed in the United States on May 14, 2021","Jovon",94
"He likes it! He really likes it!","I purchased this as a birthday gift for my son. As I am not tech savvy by any measure, this review is actually my son’s opinion of this device. As his birthday was this past December, he has had ample time to use it. He says he has had no problems with it and would recommend it highly.","5.0 out of 5 stars","Reviewed in the United States on February 26, 2021","WBJ",94
"Great product! I love this product","This is a fantastic product. I highly recommend it!","5.0 out of 5 stars","Reviewed in the United States on January 14, 2022","john kenerson",94
"Why we love Amazon!","Fantastic! Came early and made the whole family happy. During this Covid 19 Quarantine, TV and Video is a necessity. Getting our Apple TV from Amazon's in 2 days time makes life worth living. We love you Amazon!","5.0 out of 5 stars","Reviewed in the United States on March 29, 2020","Lolo Arnold",94
"expensive but amazing","coming from the first ever apple tv this was an enormous upgrade <U+0001F525> can’t recommend it enough, it is such a good product, and the workout apps are a game changer! plus you can use with your airpods. def overpriced but amazing product.","5.0 out of 5 stars","Reviewed in the United States on February 15, 2021","primadonna prime",94
"Premium Apple quality per usual...","Best (only?) way to watch Netflix/HULU for sure if you are looking to maximize your experience with both Dolby Vision/Dolby Atmos. Seems to make even content that is not 4K/HDR look a little better also. Sound on my Onkyo AV receiver is amazing and the Dolby Vision passthrough worked. I was a little worried it wouldn’t.","5.0 out of 5 stars","Reviewed in the United States on February 13, 2020","edgar c.",94
"HDMI port issues","Anyone else have issues with the HDMI port on the device I’m trying to make mine work with my TV but it flashes a black screen and sometimes will lose a picture. Other times the sound will drop. The port is super lose when i plug in a HDMI port also. Has anyone else had this issue i may have to return it","1.0 out of 5 stars","Reviewed in the United States on June 1, 2020","Don C",94
"Expensive But Satisfying","This product isn't cheap compared to Roku, Amazon Fire stick or even Google Chromecast, but it works even in Nigeria. I bought this Apple TV 4K to use in Nigeria and it works. You can stream Netflix, Amazon Prime Video, NFL Gamepass, NBA League Pass, UFC, Showmax, YouTubeUnfortunately, not every app is available due to geo restrictions. So, no Spotify, Pandora, ESPN+, Hulu, HBO, Showtime, Starz etc without using a VPN.4K streaming is also available with the Apple TV though I haven't tested it because we do not have fast enough Internet speeds in Nigeria","5.0 out of 5 stars","Reviewed in the United States on January 4, 2019","Seun Bamgbose",94
"Better Than Previous Versions","The Apple TV works well and is more stable than the older models. However I don’t like the new remote which I find awkward to use.","4.0 out of 5 stars","Reviewed in the United States on January 7, 2021","JArmadillo",94
"Very good product my son hooked it up within minutes","Very good product my son hooked it up within minutes","5.0 out of 5 stars","Reviewed in the United States on December 17, 2021","Evelyn brewer",94
"Five Stars","Better than expected.","5.0 out of 5 stars","Reviewed in the United States on April 16, 2018","Jorge Laboy",95
"Does not stream as well as previous generation","We were very excited about the new Apple TV, mostly because of Disney Plus. Our older Apple TV’s we have loved and used for many hours. Please do not waste your money on this generation. It can NOT stream. We have super fast WiFi, and cannot watch 90% of what we want because it doesn’t stream well. Everything is so grainy we can’t even make out actors. SAVE YOUR MONEY","2.0 out of 5 stars","Reviewed in the United States on November 8, 2020","connie lievre",95
"TERRIBLE REMOTE","The streaming aspect is the best you can get. With OLED TV it is far better than ROKU. However the remote is terrible. Apple just announced a new Apple TV with a better remote. It is the same price as current model 4K Apple TV. I would get new model because of improved remote.","1.0 out of 5 stars","Reviewed in the United States on April 22, 2021","GSE",95
"Best Apple TV ever","I love this Apple TV. I now have one on every tv in my house. The apps are terrific. I no longer use my cable box. The Apple TV App is such an easy way to navigate everything available.","5.0 out of 5 stars","Reviewed in the United States on August 13, 2019","Leona Jamison",95
"Instable functions","Time to time freeze the picture, only sound on the background, sometimes loosing the preferred stations and now 4+ months, 1/4 (right side) of the screen black.We had to unplug and plug again the device couple of times a week!And the warranty is 90 days only...","2.0 out of 5 stars","Reviewed in the United States on September 26, 2020","Larry",95
"Why did I hesitate?","I was not expecting quality content or the well designed interface. The HD content is amazing and I wish others had the intuitive controls for navigating content.","5.0 out of 5 stars","Reviewed in the United States on July 21, 2020","Deltapez",95
"Glitches","had it for 1 month and it freezes, and nooo its not my internet I have Verizon Top Speed internet Router right next to it,so disappointed money wasted","1.0 out of 5 stars","Reviewed in the United States on March 5, 2021","Christina",95
"I switched from Roku!","This is an incredible device! I can only compare it to the Roku, since that’s the only other one I’ve had, besides fire stick which was horrible. And the Apple TV outshines both of them by 100%.","5.0 out of 5 stars","Reviewed in the United States on March 24, 2019","LRMS",95
"Easy set up","Free Apple+. The only drawback was that NFL blocks mirroring games from the phone onto the TV. That was disappointing.","5.0 out of 5 stars","Reviewed in the United States on January 26, 2020","Leigh L.",95
"Definitely compare before buying","I wasn’t impressed for the first 6 months & hardly used it. It doesn’t like my voice so I wind up typing everything so it will work. It didn’t have the streaming app for Spectrum until recently either. I decided to put it on the less used TV & got a Roku Express for the one used daily.","4.0 out of 5 stars","Reviewed in the United States on March 31, 2019","jenniloublue",95
"Awesome!","It can’t be beat. I love the interface, voice recognition is clear, faster response and just a beautiful clear picture! I’m very pleased with my purchase and happy Amazon sells apple products where as before they didn’t. Very much worth the price.","5.0 out of 5 stars","Reviewed in the United States on June 3, 2019","Andrea Bohls",96
"Didn't work for me","This product that was to take the place of Cable didn't work for me. I found it difficult to operate and I couldn't get any local channels that I liked, so I returned it. Now, my daughter has one and loves it. Kind of depends on the person I guess but I found it difficult to use and I thought it was a little expensive.","2.0 out of 5 stars","Reviewed in the United States on February 24, 2019","Grandma B",96
"Best 4K streaming box","True 4K resolution. And able to play Dolby Atmos content too. Its more expensive than Roku but the video and audio quality are superior and worth the additional cost.","5.0 out of 5 stars","Reviewed in the United States on February 25, 2021","Aspen Av",96
"Sound constantly cuts out especially when using soundbar","I hope you don't plan on binge watching anything, the sound cuts out after every second commercial","3.0 out of 5 stars","Reviewed in the United States on June 10, 2021","AntG",96
"Good picture, good product","Love the picture quality and the available apps. Only think I don't like is I like remotes with number pads.","5.0 out of 5 stars","Reviewed in the United States on March 6, 2021","Big D",96
"Not Worth It","I find this product to be a pain in the neck. The search function on the various is difficult to use and “clunky”. I would say terrible. The remote control I find impossible to use. It’s extremely sensitive, you don’t really know when you are on the “button” and the remote sends the signal the wrong way. We have had this unit for a month and have watched a total of 4 movies. The majority of what available to watch on Prime, Netflix, and I will NEVER sign on to Apple Sorry I bought this I hate it.","4.0 out of 5 stars","Reviewed in the United States on January 8, 2020","Ronald A.",96
"Way better than older version","I really like the new ApplyTV 4K. It is integrated with our Control4 system and works seamlessly. The older unit this replaced (upgraded TVs to 4K) would frequently miss commands from the main controller. This ones hasn't had a single issue since it was installed 3 months ago.","5.0 out of 5 stars","Reviewed in the United States on January 5, 2019","Rich Bresnahan",96
"Great for all the new streaming services!","The AppleTV 4K is fantastic. The image quality is great, as is the sound quality. I am using it with an Apple Home pod. - Great combination!The only drawback is the remote design. It’s functional but takes getting used to. More hard buttons would be better.","5.0 out of 5 stars","Reviewed in the United States on January 4, 2020","W. Lee",96
"Prime Video app doesn’t support Airdrop","I purchased this device in Feb 2018. It just died. My biggest complaint is the remote and user interface. And the price. Now debating whether to get another one.","3.0 out of 5 stars","Reviewed in the United States on June 23, 2020","garden",96
"Even better than I expected.","I use Apple TV to access Amazon Prime material, to cast from my iPad and access other content from other providers. It offers a stable, high-quality experience. Its wi-fi radio is superior to that in my smart TV. It has even more apps and capability than I realized when I ordered it.","5.0 out of 5 stars","Reviewed in the United States on September 29, 2018","John M. Linge",96
"Faster, seamless interface.","If you have a smart TV. You still need to get one of these. Let's face facts, the apps aren't great on your smart TV. I bought a vizio tv that couldn't even support Hulu live, it was a NEW TV, that doesn't support a mainstream app. Absolutely worthless to me. Needless to say, this solved the problem as well as many other inconveniences I did not like before. This is faster, better and way more seamless than the junk apps on your smart tv. Take away the lags and other hiccups of smart tv. Get one of these.","5.0 out of 5 stars","Reviewed in the United States on January 7, 2019","C. Welsh",97
"Difficult to use, Air Play has problems.","My primary purpose in buying the Apple TV was to use the Air Play feature with my MacBook Pro. The picture would either freeze or jump on my TV. Also, I found the menu system to be difficult to use. I'm going back to my long HDMI cable and Roku. The TV works great with them. The Apple TV goes on the shelf.","2.0 out of 5 stars","Reviewed in the United States on June 12, 2018","Roger Killingsworth",97
"Great quality. Super simple setup if you already have an iPhone on your WiFi network.","Great product. 4K picture and also sound quality are outstanding. My only reason for 4 stars instead of 5 is the remote. It works well but the touch pad is too sensitive. You’ll accidentally navigate to something you didn’t intend to quite frequently. Even if you adjust the sensitivy, it’s still annoying.","4.0 out of 5 stars","Reviewed in the United States on March 19, 2019","Andrew Medina",97
"Excellent!!","What can I say?? It's Apple product!! Since we use all Apple computers, iPads, phones etc It's the right choice for us! Thank you Amazon Prime for hooking up with Apple. Now we can see all our movies, series etc in one place.","5.0 out of 5 stars","Reviewed in the United States on August 10, 2018","Abby",97
"Forget fire crap","On the 8th day lord made the new Apple TV. This product is light years ahead of the crappy amazon products. Siri is unreal, interface and speed awesome. With Apple TV I only have to go to 1 app.Piss on amazon products","5.0 out of 5 stars","Reviewed in the United States on June 10, 2019","bdist2000",97
"Great streaming device!!! But…","The new features of the apple TV are awesome, but… if you think well, all these features already exist in Roku or Amazon Fire long time ago…So, pay more than twice than Roku or Amazon Fire for the apple TV… worth it…?My main reason of buying it was because I have apple computer and an iPhone, however, a Roku or Amazon Fire make exactly almost the same.Also, the control remote is strange, the trackpad is annoying at the beginning, take some time to get used to it!","4.0 out of 5 stars","Reviewed in the United States on September 2, 2018","Jose Luis Ortiz Tello",97
"Unreliable w/non Apple content.","A long time exclusive AppleTV user (3 units) I looked forward to this updated model, but am very unhappy. Product has a known design defect (see multiple entries on Apple Support) that causes it to unexpectedly loose video signal while playing non-Apple content e.g. Prime, Netflix, Utube. Completely unacceptable as the older units had flawless performance w/non Apple content. Do not buy if you watch Netflix, Prime or Utube.","2.0 out of 5 stars","Reviewed in the United States on June 19, 2018","PK",97
"3 month return policy sucks, it’s electronic NO MOVING PARTS, should last at least one year !","Bought in September 2020 and for the last month I am constantly having to resign in to NetFlix and can’t get Hulu to play.","1.0 out of 5 stars","Reviewed in the United States on February 13, 2021","Guy Okis",97
"Very Little Programming Included","The picture quality is excellent. Not being an Apple user, the remote takes some getting used to with the top touch scrolling feature. The reason I am returning this product: There are hardly any movies or series included with the subscription. Almost everything on the menu has a charge for rent or purchase? What does the subscription include? I could not figure out how to just list programming that is included at no charge.","3.0 out of 5 stars","Reviewed in the United States on July 14, 2020","William Wayner",97
"Excellent","That’s great. Exactly what you would expect from apple. Heavier than what you’d think not would be but who cares about that. Instant feedback. And you can train the remote with any remote. Don’t have to worry about the brand of the TV, you teach the remote by facing the two remotes towards each other and the Apple remote will learn by copying the IR signal.","5.0 out of 5 stars","Reviewed in the United States on October 26, 2020","Eric",97
"Love it!","Love it!! So easy to use and now I can go one place and get ALL my streaming content, music and kids’ games!","5.0 out of 5 stars","Reviewed in the United States on December 21, 2020","GirlNextDoor",98
"Better than firestick","Don’t waste your time with firestick buy apple","5.0 out of 5 stars","Reviewed in the United States on September 12, 2021","Thom81",98
"A must for the modern electronics user.","Each Apple TV gets better and better as technology flies along. I have one for each TV and I use them to control my home theater. Great technology. Siri has me covered too, now that I know how to talk to her!!","5.0 out of 5 stars","Reviewed in the United States on August 13, 2019","Patrick L. Martin",98
"Really enjoy this item with my Amazon Prime TV jealous","Since I am older my son set this up for me and he had no problem setting it up. The picture is clear. I have Amazon Prime. The cable was not working well Xfinity, and I switch to the prime local channel and it worked perfectly. I would recommend this","5.0 out of 5 stars","Reviewed in the United States on December 27, 2018","DJ310",98
"Awesome Purchase","Love the Apple TV 4K the image is amazing and vibrant even on my older tv. I have one in my bedroom and one in the living room","5.0 out of 5 stars","Reviewed in the United States on December 4, 2020","Ventura Villasenor",98
"Good interface","This works perfectly with my Pioneer Elite theater system amp and Samsung 65"" Smart TV. It has the apps we want and can add a few that I needed that were not available through other streaming apps.","5.0 out of 5 stars","Reviewed in the United States on September 30, 2019","TGower",98
"Ok","I have one I bought from apple store and no issues. This one the remote freezes on a regular basis. Not sure why, but it does. I am constantly having to sign back into apps, even though I use the home sharing option.","3.0 out of 5 stars","Reviewed in the United States on June 28, 2019","T S",98
"Love it","Really enjoy Apple TV. My only complaints are the remote is so sensitive, and there is no rewind. If someone talks through something you were trying to hear, you can't rewind.","5.0 out of 5 stars","Reviewed in the United States on January 9, 2020","Lisa Oliver",98
"Love this Product","I love this product. My son-in-law had it up and running in 5 minutes. It is taking me some time to get use to the remote, but I really like using the voice control.","5.0 out of 5 stars","Reviewed in the United States on August 11, 2020","Debra",98
"Inferior garbage product","I you want to blow nearly $200 on something that will break on you promptly after 1 year (the limited warranty) only to be told you ""have"" to buy another one, this is your product. Don't be a sucker. Apple should be facing a class action over its unethical business practices.","1.0 out of 5 stars","Reviewed in the United States on August 10, 2019","Kitt Marlowe",98
"Watch out: Love the product, strange experience!","Received an Apple TV someone had clearly returned. It was missing all of the shrink wrap and when I plugged it in, the previous email address associated with the unit was still logged in– talk about personal data being shared! I did my duty and reset the unit and have shipped back to Amazon. Thankfully, they have a great return process, just wish I didn't have to go through it!","5.0 out of 5 stars","Reviewed in the United States on February 2, 2018","Cam Norton",99
"Top notch Apple Product","The product is very user friendly, as are most Apple products. Simply holding this product in your hand, one can feel difference in the weight and quality compared to similar devices, by other manufacturers.","5.0 out of 5 stars","Reviewed in the United States on December 26, 2018","Joe A. Rector, Jr.",99
"The best streaming device on the market. I’m","Easy to install and activate. I highly recommend this product to anyone looking for a streaming device with best qualities. Very user friendly.","5.0 out of 5 stars","Reviewed in the United States on September 26, 2020","Frank Tauanuu",99
"Updated Apple TV","I got the updated version because some of my apps were no longer available on the Apple TV I have had for several years. Installation and set up were pretty easy. I have not actually used the voice recognition yet. The remote control took a little bit to get used to, but it actually works well once I did get used to it. So far I have had no issues with it and would recommend the product.","5.0 out of 5 stars","Reviewed in the United States on September 30, 2020","Amazon Customer",99
"Simple The Best out There.","This product blow's all the other 4k HDR products away, by far the best, I have purchased them all , but this is all you need. Has it all covered.","5.0 out of 5 stars","Reviewed in the United States on March 27, 2021","Drop Top",99
"** Horrible Remote ** But great otherwise","I really like the product but hate the remote. The swipe function is garbage which is very perplexing considering Apple invented this technology. They can do better, they should do better.","3.0 out of 5 stars","Reviewed in the United States on September 9, 2020","Clint",99
"Remote is hard to use.","Hard to use.","3.0 out of 5 stars","Reviewed in the United States on January 21, 2022","JTB",99
"Happy with purchase","Delivered in secure packaging and perfect condition.","5.0 out of 5 stars","Reviewed in the United States on December 30, 2021","Lezlie Boggess",99
"The best product Apple has made, such a good investment!","We are so glad we impulsively bought this since our 1st generation Apple TV was on its last limb. This new Apple TV is easy to use, navigate, and move around in. You can even use your phone as a remote if for some reason you can't find your remote (which of course happens since it's small LOL). I 110% recommend this if you watch movies/TV every day. It's worth every penny.","5.0 out of 5 stars","Reviewed in the United States on March 10, 2020","Natalie Boozer",99
"Quality Apple product no complaints","Quality Apple product no complaints I have purchased every generation of Apple TV they always get a little bit better price is good picture quality and sound quality is very good","5.0 out of 5 stars","Reviewed in the United States on November 30, 2019","djtrob",99
"Great upgrade from the original Apple TV","After only having the original Apple TV, this new version offers a much more useful interface. It is also compatible with the newer streaming services like Diney +, which I couldn’t get with the old Apple TV","5.0 out of 5 stars","Reviewed in the United States on August 22, 2020","Sam B.",100
"Love/Hate","Love the Apple TV 4K, but I hate hate hate the remote!","3.0 out of 5 stars","Reviewed in the United States on July 2, 2021","C A",100
"What?","Why would they change it to this. if not ready, do not put on the market.","1.0 out of 5 stars","Reviewed in the United States on November 13, 2018","John",100
"Had to return it","User interface was a bit confusing. Not as simple as my smart tv, Sony.After two days the picture became faded and I tried all I could to correct it. I had to return it.","3.0 out of 5 stars","Reviewed in the United States on December 12, 2019","Mike",100
"Great picture. Sometimes apps for AppleTV aren’t available though.","Love the ability to view our pictures as a screen saver. We end up watching that as much as we do TV now. We are slowly becoming cord cutters and the Apple TV has aided that a lot.","5.0 out of 5 stars","Reviewed in the United States on November 6, 2019","P. Withers",100
"<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>","If you really want to make your tv experience great,you have to go for Apple TV..the picture quality,performance just awesome.lots of apps choices as well..","5.0 out of 5 stars","Reviewed in the United States on March 1, 2020","Faizul Islam",100
"Not 4K has to be reset to frequently.","I paid extra to get the 4K but it will only do 1080p. Have to unplug it and plug it back in every few days because it does not respond.","1.0 out of 5 stars","Reviewed in the United States on March 10, 2021","James Given",100
"Love Apple TV!","Use this to stream Disney +, Netflix, Hulu, Amazon Prime. Easy hook up. Wish I got it sooner.","5.0 out of 5 stars","Reviewed in the United States on January 19, 2020","Amanda Gail Jones",100
"ATV FTW","I don’t have cable or satellite right now so I picked up this Apple TV to pair with my Sony 900f and so far it’s been pretty great. I use Netflix, Prime, Vudu and DirectTv Go. Picture quality is great and the ATV is blazing fast. I have had zero problems so far and look forward to any added features","5.0 out of 5 stars","Reviewed in the United States on August 9, 2018","Julian Salas",100
"Free year subscription","Apple TV is awesome the remote is a little sketchy but this is well worth the money. And when you buy it it comes with a free year subscription that makes it worth every penny","5.0 out of 5 stars","Reviewed in the United States on November 20, 2019","Andres",100
"Great hardware with even better software provides a near perfect watching experience with not much to improve on.","Hands down the best user interface on any streaming device! Really liked the non-4K variant and this one is even better. Very responsive and the tilting effect applied to icons/artwork when scrolling is a nice little touch. HDR looks incredible. Aerial screensavers.. :)Remote does take some getting used to but I've come to enjoy using it. The one included with this model is slightly easier to use thanks to the tactile ring around the Menu button. Feels considerable better in the hand compared to other device remotes thanks to it's materials and build quality.One small complaint would be Apple not allowing more app developers to feature content on Siri suggestions or inside the TV app. Would be great if my Plex content could be accessed the same way Netflix or iTunes can. Maybe in the future an update will allow this but kind of doubt it.By far my top feature and reason for recommending would have to be the clean interface and home screen. Used a Nvidia Shield in the past which was okay but greatly prefer this. Tried the 4K Fire TV for not even a week before concluding that the constant suggestions/ads everywhere was not my thing (even as a Prime member).Though it probably doesn't matter much to most people I would have also liked support for Dolby Atmos and DTS-X audio formats. Apparently Dolby Atmos could be coming in the future over a software update though.Apple TV 4K has really improved my viewing experience especially when finding what to watch. I'll eventually be adding one to each TV in the house.","5.0 out of 5 stars","Reviewed in the United States on February 18, 2018","Jason",101
"Cool. We use it for almost everything.","We don't buy cable TV anymore, so all our video subscriptions, music, baseball, workouts, and more come through the AppleTV. Can use my iphone as a keyboard, too.","5.0 out of 5 stars","Reviewed in the United States on January 17, 2020","MarshWalker",101
"This my second one","Apple is great! Has all the major streaming apps all in one place links to my phone. I never had any problems with it. Easy to setup easy to use like all apple products very user friendly","5.0 out of 5 stars","Reviewed in the United States on December 4, 2019","BARBARA R.",101
"Nice unit easy to install","Only have had this unit for a month now so, time will tell. Do like the voice command and ease of App install.At this point I only getting use to features, once direct tv shuts down my 50% off 12 month loyal customer rewardThis coming April and I’m back up to 90.00, then it will be used more often.","5.0 out of 5 stars","Reviewed in the United States on January 5, 2020","Frank B.",101
"good coffee cup","smaller house size much better for keeping coffee or whatever warmer","5.0 out of 5 stars","Reviewed in the United States on March 26, 2021","Len",101
"Nice unit","Love this and Apple TV and the avail apps. Not huge fan of the remote sensitivity on the pad. Other than that, it's great!","5.0 out of 5 stars","Reviewed in the United States on September 22, 2020","Neville Drew Shende",101
"I am satisfied with this Apple TV 4K","At first I was like this streaming box is overpriced Apple product but It turn out it's worth buying. My Apple ecosystem is completed.","5.0 out of 5 stars","Reviewed in the United States on June 12, 2020","Abdihakim Salim",101
"Fantastic","Never had a problem with this yet and ive had this a while now. Only problem i ever had was that the remote is so sleek that is keeps fall off my arm rest...lol. I ended up getting a fintie protective case for it which i love.","5.0 out of 5 stars","Reviewed in the United States on August 27, 2019","Mikewells04",101
"perfect product To upgrade TV","I’m so happy with this Apple product. I have a great TV it’s just not brand new and I have a great sound system that’s a Blu-ray although it’s not that new. With the Apple device I’m able to get all the apps that I want to get without purchasing a new TV when I don’t need it so this is a really good product","5.0 out of 5 stars","Reviewed in the United States on January 4, 2020","Patience and Cary Grant",101
"Great product held back.","Love the new format, video and audio quality, but the touchpad remote sucks. It’s far too sensitive and unless I set it completely aside, any small bump or touch ruins the viewing experience.","3.0 out of 5 stars","Reviewed in the United States on June 18, 2021","Brian",101
"Great Picture !","Bought a new 65” 4K TV AND upgraded my APPLETV to 4K. Remarkable picture and optons!","5.0 out of 5 stars","Reviewed in the United States on January 3, 2021","ROGONNA",102
"Good Apple Product","I like everything about the New Apple TV except the remote is difficult to get use too. Very sensitive to the touch.","5.0 out of 5 stars","Reviewed in the United States on July 25, 2020","Joseph McClanahan",102
"It’s the real deal","Works great. I’m very happy with my purchase.","5.0 out of 5 stars","Reviewed in the United States on June 9, 2021","mom0f2",102
"5 Stars","The apple TV has been great to use. Zero complaints from me! Works great even on a TV that is not 4k.","5.0 out of 5 stars","Reviewed in the United States on March 8, 2021","Chris",102
"Works great","Remote somewhat difficult to learn to use","5.0 out of 5 stars","Reviewed in the United States on December 9, 2020","FloydP",102
"This Is not the Latest Apple Tv 4K 64GB ITs the old 2015 Apple tv HD Model# A1625 with only 32GB","This Is not the Latest Apple Tv 4K 64GB ITs the old 2015 Apple tv HD but does work good but no 4K","3.0 out of 5 stars","Reviewed in the United States on June 23, 2020","ChrisMackie",102
"set up easily and have been using without difficulty","what I was looking for, could add the apps I needed. set up easily and have been using without difficulty. had an Apple TV 3rd gen but I could not add apps to it, so it would not meet my needs.","5.0 out of 5 stars","Reviewed in the United States on July 17, 2018","ShielaL",102
"Too expensive, too complicated","Not user friendly. Difficult to navigate thru menus. Firestick is much better and much less expensive. Voice recognition is a joke.","1.0 out of 5 stars","Reviewed in the United States on October 7, 2020","Bernard Lesneski",102
"Very useful!!!","I really love this apple tv! It works perfectly, you can download all the available apps you want.","5.0 out of 5 stars","Reviewed in the United States on February 1, 2019","Mauricio Guevara",102
"Apple 4K tv","One of the best things I have bought. Beautiful 4K picture. Many apps to add.","5.0 out of 5 stars","Reviewed in the United States on January 16, 2021","Craig Osterberg",102
"Works great","Decided to purchase this to replace Amazon Fire TV stick because I was so tired of it buffering to load apps and play content. So far the Apple TV has worked great and no buffering so I'm satisfied with the extra cost between the two products.","5.0 out of 5 stars","Reviewed in the United States on February 23, 2018","FiveOf5",103
"Love the device, hate the remote!","Apple products always are fun and easy to use. This is no exception. The 4k picture paired with a nice TV is amazing! If I had to be picky about it, the controller is awful! Still, as a whole this is a great device! 10/10 would buy again!","4.0 out of 5 stars","Reviewed in the United States on December 12, 2018","The Daydreaming Warrior Poet",103
"Incompetent deli","Clearly the address in the picture is not mine!!!! Your delivery personnel need to be held accountable for wrong delivery’s. I just happened to check on my status and saw where your associate dumped my order. Highly dissatisfied!! And WILL utilize word of mouth so everyone I know is aware of it. And so on and so on..... Absolutely love the power of word of mouth <U+0001F444>","5.0 out of 5 stars","Reviewed in the United States on January 10, 2021","Julie Cornell",103
"Love my Apple TV","I like this new version of the Apple TV. It allows you to customize your experience more than the previous version we had. I only gave the remote control 4 stars because my wife still has problems operating the system with it and reverts to the old remote.","5.0 out of 5 stars","Reviewed in the United States on June 25, 2020","gphilip127",103
"Struggles to Operate right out the box!","I bought this early for Christmas. Finally took it out of packaging. This unit gets stuck on “choose a language” screen during Setup. Tried everything, website tips, YouTube’s, and asked friends with this same Apple TV, ... and nothing works. Why should I even be bothered to “restore” a brand new unit? Pathetic situation. Need to return but get no response.","1.0 out of 5 stars","Reviewed in the United States on January 20, 2020","Scott",103
"It's Apple, so...","As always with Apple, the remote is word and seems to assume too much about how I'm going to watch TV. But it's a beautiful thing to watch.","5.0 out of 5 stars","Reviewed in the United States on January 12, 2021","Tom",103
